id_cliente,antiguedad_cliente,estado_civil,estado_cliente,gastos_ult_12m,genero,limite_credito_tc,nivel_educativo,nivel_tarjeta,operaciones_ult_12m,personas_a_cargo
718813833,34.0,SOLTERO,ACTIVO,1052.0,F,10100.0,UNIVERSITARIO_INCOMPLETO,Blue,18,3
806624208,42.0,CASADO,ACTIVO,1045.0,M,4785.0,SECUNDARIO_COMPLETO,Blue,38,4
778348233,33.0,CASADO,ACTIVO,1038.0,M,2753.0,DESCONOCIDO,Blue,25,3
712991808,48.0,CASADO,ACTIVO,1596.0,M,2451.0,UNIVERSITARIO_INCOMPLETO,Blue,26,2
709029408,36.0,CASADO,ACTIVO,1589.0,M,8923.0,UNIVERSITARIO_COMPLETO,Blue,24,4
787937058,49.0,CASADO,ACTIVO,1291.0,M,12555.0,UNIVERSITARIO_COMPLETO,Blue,24,0
713962233,36.0,CASADO,ACTIVO,1877.0,F,3035.0,UNIVERSITARIO_COMPLETO,Blue,37,3
708300483,56.0,CASADO,PASIVO,704.0,F,7882.0,POSGRADO_COMPLETO,Blue,16,0
778493808,37.0,CASADO,ACTIVO,1756.0,M,3906.0,SECUNDARIO_COMPLETO,Blue,32,3
785432733,36.0,CASADO,ACTIVO,966.0,F,15433.0,SECUNDARIO_COMPLETO,Gold,22,4
715190283,49.0,DESCONOCIDO,ACTIVO,1464.0,F,3672.0,UNIVERSITARIO_COMPLETO,Blue,28,1
827111283,41.0,SOLTERO,ACTIVO,1109.0,M,32426.0,UNIVERSITARIO_COMPLETO,Blue,28,3
758551608,44.0,CASADO,ACTIVO,1347.0,M,6205.0,DESCONOCIDO,Blue,28,2
779471883,40.0,CASADO,PASIVO,705.0,F,1438.3,UNIVERSITARIO_COMPLETO,Blue,19,1
773146383,43.0,SOLTERO,ACTIVO,1756.0,F,17304.0,UNIVERSITARIO_INCOMPLETO,Silver,33,1
720572508,28.0,SOLTERO,ACTIVO,1042.0,F,9830.0,UNIVERSITARIO_COMPLETO,Blue,23,4
712661433,30.0,SOLTERO,ACTIVO,1444.0,M,34516.0,UNIVERSITARIO_INCOMPLETO,Blue,28,4
789172683,45.0,CASADO,ACTIVO,1741.0,M,2283.0,POSGRADO_COMPLETO,Blue,27,2
738406533,52.0,CASADO,ACTIVO,1719.0,M,2548.0,POSGRADO_COMPLETO,Blue,27,1
799723908,40.0,CASADO,ACTIVO,1217.0,M,19458.0,SECUNDARIO_COMPLETO,Blue,27,3
714374133,36.0,CASADO,PASIVO,602.0,M,15769.0,UNIVERSITARIO_COMPLETO,Blue,15,2
714091983,34.0,SOLTERO,ACTIVO,1168.0,M,3336.0,SECUNDARIO_COMPLETO,Blue,27,2
771490833,40.0,SOLTERO,ACTIVO,1140.0,M,4745.0,UNIVERSITARIO_INCOMPLETO,Blue,40,1
720756708,41.0,CASADO,ACTIVO,1878.0,F,2622.0,DESCONOCIDO,Blue,30,3
711525033,54.0,CASADO,ACTIVO,1946.0,F,3171.0,SECUNDARIO_COMPLETO,Blue,38,0
712813458,36.0,CASADO,ACTIVO,1414.0,M,19763.0,DESCONOCIDO,Blue,35,2
717891558,36.0,DESCONOCIDO,ACTIVO,1052.0,F,3298.0,UNIVERSITARIO_COMPLETO,Blue,32,4
716632758,36.0,SOLTERO,ACTIVO,1295.0,F,2802.0,UNIVERSITARIO_COMPLETO,Blue,40,3
768563658,50.0,CASADO,ACTIVO,1424.0,M,4458.0,UNIVERSITARIO_INCOMPLETO,Blue,29,2
712030833,35.0,CASADO,PASIVO,691.0,M,34516.0,UNIVERSITARIO_COMPLETO,Silver,15,2
711427458,35.0,CASADO,ACTIVO,1359.0,F,6273.0,UNIVERSITARIO_COMPLETO,Blue,25,5
787584108,47.0,CASADO,ACTIVO,1097.0,M,3436.0,DESCONOCIDO,Blue,33,3
711481533,33.0,DIVORCIADO,ACTIVO,1316.0,M,5926.0,SECUNDARIO_COMPLETO,Blue,28,1
710082708,32.0,SOLTERO,ACTIVO,1276.0,M,23957.0,POSGRADO_INCOMPLETO,Blue,26,4
708155733,44.0,SOLTERO,ACTIVO,1289.0,M,14734.0,SECUNDARIO_COMPLETO,Blue,23,2
788730933,20.0,SOLTERO,ACTIVO,1132.0,F,2084.0,UNIVERSITARIO_INCOMPLETO,Blue,28,2
788979258,38.0,SOLTERO,ACTIVO,1293.0,M,34516.0,UNIVERSITARIO_INCOMPLETO,Silver,32,4
715971108,42.0,SOLTERO,ACTIVO,1550.0,M,34516.0,UNIVERSITARIO_COMPLETO,Blue,41,4
807986133,52.0,CASADO,ACTIVO,1353.0,M,6584.0,UNIVERSITARIO_INCOMPLETO,Blue,35,2
711314058,32.0,CASADO,ACTIVO,1670.0,M,1687.0,UNIVERSITARIO_COMPLETO,Blue,17,2
717975333,38.0,CASADO,ACTIVO,837.0,M,25300.0,POSGRADO_COMPLETO,Blue,15,2
720096558,42.0,CASADO,ACTIVO,1540.0,F,2216.0,UNIVERSITARIO_COMPLETO,Blue,36,2
804595158,36.0,SOLTERO,ACTIVO,1112.0,F,7000.0,UNIVERSITARIO_COMPLETO,Blue,23,4
719580033,43.0,DESCONOCIDO,ACTIVO,1256.0,M,2910.0,UNIVERSITARIO_COMPLETO,Blue,21,1
820582308,37.0,CASADO,ACTIVO,1394.0,M,22913.0,UNIVERSITARIO_INCOMPLETO,Blue,35,5
789973308,35.0,SOLTERO,ACTIVO,1341.0,M,24312.0,UNIVERSITARIO_INCOMPLETO,Blue,24,1
712876233,36.0,SOLTERO,ACTIVO,1289.0,M,5272.0,UNIVERSITARIO_COMPLETO,Blue,33,2
714826758,29.0,SOLTERO,ACTIVO,2339.0,F,7038.0,UNIVERSITARIO_INCOMPLETO,Blue,57,3
779058108,30.0,DIVORCIADO,ACTIVO,1468.0,M,2536.0,UNIVERSITARIO_COMPLETO,Blue,23,3
710790258,38.0,CASADO,ACTIVO,1334.0,M,28904.0,UNIVERSITARIO_COMPLETO,Blue,35,2
715156383,36.0,DESCONOCIDO,ACTIVO,1603.0,M,34516.0,DESCONOCIDO,Blue,29,1
715623483,37.0,CASADO,ACTIVO,1457.0,M,8567.0,UNIVERSITARIO_COMPLETO,Blue,41,3
755420433,52.0,CASADO,ACTIVO,1068.0,F,10133.0,UNIVERSITARIO_COMPLETO,Blue,20,1
794543958,35.0,DIVORCIADO,ACTIVO,1590.0,M,34516.0,UNIVERSITARIO_COMPLETO,Blue,27,1
716396358,47.0,CASADO,ACTIVO,1531.0,M,3085.0,UNIVERSITARIO_COMPLETO,Blue,35,2
715398033,35.0,SOLTERO,ACTIVO,1212.0,M,19040.0,SECUNDARIO_COMPLETO,Blue,31,2
711743883,35.0,SOLTERO,ACTIVO,1237.0,F,4026.0,UNIVERSITARIO_INCOMPLETO,Blue,32,3
719720058,31.0,SOLTERO,ACTIVO,1413.0,M,12756.0,SECUNDARIO_COMPLETO,Blue,14,3
711013983,45.0,CASADO,PASIVO,615.0,F,2158.0,DESCONOCIDO,Blue,12,4
711887583,37.0,CASADO,PASIVO,836.0,M,5449.0,DESCONOCIDO,Blue,18,2
778992108,45.0,CASADO,ACTIVO,1516.0,M,5266.0,DESCONOCIDO,Blue,29,2
713572683,25.0,DESCONOCIDO,ACTIVO,1226.0,M,1862.0,SECUNDARIO_COMPLETO,Blue,34,3
714070758,38.0,SOLTERO,ACTIVO,1564.0,M,31302.0,SECUNDARIO_COMPLETO,Blue,35,4
717539808,36.0,SOLTERO,ACTIVO,1276.0,F,9930.0,SECUNDARIO_COMPLETO,Blue,21,2
714107958,36.0,SOLTERO,ACTIVO,1465.0,M,6576.0,UNIVERSITARIO_COMPLETO,Blue,34,1
789140283,42.0,SOLTERO,ACTIVO,1286.0,M,2664.0,UNIVERSITARIO_COMPLETO,Blue,29,0
715550508,28.0,CASADO,ACTIVO,1312.0,F,2535.0,DESCONOCIDO,Blue,20,3
719712633,52.0,CASADO,ACTIVO,1673.0,M,1709.0,UNIVERSITARIO_COMPLETO,Blue,32,1
802013583,50.0,CASADO,ACTIVO,1158.0,M,9689.0,UNIVERSITARIO_INCOMPLETO,Blue,19,3
772629333,35.0,CASADO,ACTIVO,1313.0,M,3454.0,UNIVERSITARIO_COMPLETO,Blue,30,3
720336708,35.0,CASADO,ACTIVO,1609.0,M,3789.0,POSGRADO_COMPLETO,Blue,42,3
779155158,34.0,CASADO,ACTIVO,1259.0,M,2940.0,UNIVERSITARIO_COMPLETO,Blue,33,3
779509983,36.0,SOLTERO,ACTIVO,1022.0,M,34516.0,POSGRADO_INCOMPLETO,Blue,21,2
714778833,43.0,SOLTERO,ACTIVO,1289.0,F,23032.0,UNIVERSITARIO_INCOMPLETO,Blue,22,3
713843283,34.0,CASADO,ACTIVO,1487.0,F,34516.0,DESCONOCIDO,Silver,26,3
721091583,32.0,SOLTERO,ACTIVO,1298.0,F,3031.0,UNIVERSITARIO_COMPLETO,Blue,15,2
716657058,33.0,CASADO,ACTIVO,1566.0,F,8358.0,POSGRADO_INCOMPLETO,Blue,37,4
785387883,41.0,SOLTERO,ACTIVO,1594.0,F,3788.0,SECUNDARIO_COMPLETO,Blue,47,3
717929133,36.0,CASADO,ACTIVO,1235.0,M,14450.0,UNIVERSITARIO_INCOMPLETO,Blue,30,1
808284783,56.0,CASADO,ACTIVO,1951.0,F,1438.3,DESCONOCIDO,Blue,44,1
708476808,36.0,DIVORCIADO,ACTIVO,1047.0,M,33791.0,DESCONOCIDO,Blue,31,4
710916408,39.0,CASADO,ACTIVO,1342.0,M,8466.0,UNIVERSITARIO_COMPLETO,Blue,32,4
718414008,36.0,SOLTERO,ACTIVO,1064.0,M,34516.0,UNIVERSITARIO_COMPLETO,Blue,13,2
708492558,36.0,CASADO,ACTIVO,1107.0,M,15088.0,DESCONOCIDO,Blue,21,3
799825758,36.0,DIVORCIADO,ACTIVO,1251.0,M,3263.0,SECUNDARIO_COMPLETO,Blue,35,4
718619883,36.0,CASADO,ACTIVO,1305.0,F,1494.0,UNIVERSITARIO_INCOMPLETO,Blue,24,0
715259583,44.0,CASADO,ACTIVO,1553.0,F,5362.0,SECUNDARIO_COMPLETO,Blue,38,2
720201033,41.0,CASADO,PASIVO,720.0,M,11669.0,UNIVERSITARIO_COMPLETO,Blue,23,2
711844758,35.0,SOLTERO,ACTIVO,1388.0,M,13551.0,UNIVERSITARIO_COMPLETO,Blue,37,3
714798783,36.0,SOLTERO,ACTIVO,1235.0,M,18886.0,UNIVERSITARIO_COMPLETO,Blue,18,1
826762908,48.0,DESCONOCIDO,ACTIVO,2089.0,M,11976.0,SECUNDARIO_COMPLETO,Blue,36,3
718039683,45.0,SOLTERO,ACTIVO,1521.0,M,13532.0,SECUNDARIO_COMPLETO,Blue,29,2
771894558,39.0,SOLTERO,ACTIVO,1626.0,M,9964.0,SECUNDARIO_COMPLETO,Blue,25,3
721074183,36.0,CASADO,ACTIVO,1111.0,M,24159.0,POSGRADO_COMPLETO,Blue,24,1
719666283,36.0,CASADO,ACTIVO,1243.0,F,3174.0,POSGRADO_COMPLETO,Blue,29,1
714877233,47.0,CASADO,ACTIVO,1659.0,M,12262.0,SECUNDARIO_COMPLETO,Blue,38,1
771075258,42.0,SOLTERO,ACTIVO,1268.0,M,34516.0,UNIVERSITARIO_INCOMPLETO,Silver,42,2
711318033,36.0,SOLTERO,ACTIVO,1304.0,M,2926.0,UNIVERSITARIO_COMPLETO,Blue,24,3
783554958,52.0,SOLTERO,ACTIVO,1368.0,M,32090.0,UNIVERSITARIO_COMPLETO,Blue,30,4
710806083,36.0,DESCONOCIDO,ACTIVO,1137.0,F,11888.0,UNIVERSITARIO_INCOMPLETO,Silver,30,1
714752208,36.0,CASADO,ACTIVO,978.0,F,2393.0,UNIVERSITARIO_COMPLETO,Blue,16,1
822063408,39.0,CASADO,ACTIVO,1221.0,M,6111.0,DESCONOCIDO,Blue,16,4
714490308,46.0,CASADO,ACTIVO,1565.0,M,19270.0,UNIVERSITARIO_COMPLETO,Blue,28,4
713356833,43.0,CASADO,ACTIVO,1578.0,M,3710.0,UNIVERSITARIO_COMPLETO,Blue,34,1
711402333,37.0,SOLTERO,ACTIVO,1493.0,M,3235.0,POSGRADO_COMPLETO,Blue,32,2
708296883,38.0,SOLTERO,ACTIVO,1178.0,F,11749.0,UNIVERSITARIO_COMPLETO,Blue,27,3
719154483,36.0,DIVORCIADO,ACTIVO,991.0,M,7753.0,SECUNDARIO_COMPLETO,Blue,26,2
717721458,40.0,DIVORCIADO,ACTIVO,2560.0,M,10408.0,UNIVERSITARIO_INCOMPLETO,Blue,42,4
711112683,36.0,CASADO,ACTIVO,1657.0,F,3967.0,UNIVERSITARIO_INCOMPLETO,Blue,29,1
789322833,38.0,CASADO,PASIVO,673.0,F,8025.0,SECUNDARIO_COMPLETO,Blue,18,5
789968058,42.0,SOLTERO,ACTIVO,1131.0,M,9036.0,DESCONOCIDO,Blue,18,1
715674483,27.0,SOLTERO,ACTIVO,1204.0,F,6205.0,POSGRADO_INCOMPLETO,Blue,19,2
709919283,34.0,CASADO,ACTIVO,1576.0,M,14926.0,UNIVERSITARIO_COMPLETO,Blue,25,4
718744008,36.0,SOLTERO,ACTIVO,1217.0,F,6335.0,UNIVERSITARIO_COMPLETO,Blue,20,1
767712558,53.0,SOLTERO,PASIVO,530.0,M,14979.0,UNIVERSITARIO_INCOMPLETO,Blue,10,1
712950783,38.0,CASADO,PASIVO,739.0,F,2732.0,UNIVERSITARIO_INCOMPLETO,Blue,16,4
716104983,32.0,SOLTERO,ACTIVO,1617.0,F,2250.0,UNIVERSITARIO_COMPLETO,Blue,31,2
818839983,50.0,CASADO,ACTIVO,1592.0,M,10916.0,UNIVERSITARIO_COMPLETO,Blue,34,2
772288758,36.0,CASADO,ACTIVO,1343.0,F,5349.0,UNIVERSITARIO_COMPLETO,Blue,30,4
712350858,24.0,CASADO,ACTIVO,1303.0,M,9366.0,SECUNDARIO_COMPLETO,Blue,39,2
711009708,28.0,SOLTERO,ACTIVO,1351.0,M,21617.0,SECUNDARIO_COMPLETO,Blue,22,3
712720158,56.0,CASADO,ACTIVO,1910.0,M,13860.0,UNIVERSITARIO_COMPLETO,Blue,32,1
712215258,31.0,SOLTERO,ACTIVO,1298.0,F,18386.0,UNIVERSITARIO_COMPLETO,Silver,22,1
713786508,36.0,CASADO,ACTIVO,1238.0,F,2038.0,DESCONOCIDO,Blue,28,5
773827008,41.0,SOLTERO,ACTIVO,1087.0,M,2405.0,UNIVERSITARIO_INCOMPLETO,Blue,29,4
713539833,38.0,SOLTERO,ACTIVO,1716.0,F,8135.0,SECUNDARIO_COMPLETO,Blue,29,4
772426383,40.0,CASADO,ACTIVO,1130.0,F,3065.0,UNIVERSITARIO_INCOMPLETO,Blue,28,4
795232683,47.0,CASADO,ACTIVO,1439.0,F,2154.0,UNIVERSITARIO_INCOMPLETO,Blue,26,1
712454058,38.0,CASADO,ACTIVO,1099.0,M,9364.0,POSGRADO_COMPLETO,Blue,27,1
713741358,33.0,SOLTERO,PASIVO,597.0,M,32975.0,UNIVERSITARIO_COMPLETO,Blue,17,5
718759833,35.0,CASADO,ACTIVO,1058.0,F,32643.0,UNIVERSITARIO_INCOMPLETO,Silver,24,2
718803333,34.0,DIVORCIADO,ACTIVO,1285.0,F,3195.0,UNIVERSITARIO_COMPLETO,Blue,29,4
720253908,43.0,CASADO,ACTIVO,1651.0,M,2852.0,SECUNDARIO_COMPLETO,Blue,28,0
708953883,36.0,CASADO,PASIVO,757.0,M,3212.0,DESCONOCIDO,Blue,20,2
714133158,36.0,SOLTERO,ACTIVO,1152.0,F,4224.0,UNIVERSITARIO_INCOMPLETO,Blue,31,1
713187033,36.0,CASADO,ACTIVO,1767.0,M,20459.0,UNIVERSITARIO_INCOMPLETO,Blue,38,1
714791208,41.0,DIVORCIADO,ACTIVO,1039.0,F,3482.0,DESCONOCIDO,Blue,24,4
710975883,43.0,CASADO,ACTIVO,1645.0,F,2185.0,UNIVERSITARIO_INCOMPLETO,Blue,30,3
714264408,36.0,CASADO,ACTIVO,1413.0,F,1611.0,UNIVERSITARIO_INCOMPLETO,Blue,29,3
715827858,47.0,CASADO,ACTIVO,1218.0,F,2822.0,UNIVERSITARIO_INCOMPLETO,Blue,23,4
709531908,47.0,CASADO,ACTIVO,2184.0,M,1438.3,SECUNDARIO_COMPLETO,Blue,53,3
716493408,36.0,DIVORCIADO,ACTIVO,1592.0,F,15875.0,UNIVERSITARIO_INCOMPLETO,Blue,37,4
714141108,45.0,CASADO,ACTIVO,1388.0,F,6703.0,SECUNDARIO_COMPLETO,Blue,28,1
820353558,36.0,CASADO,ACTIVO,1503.0,F,9797.0,SECUNDARIO_COMPLETO,Blue,34,3
712608783,45.0,CASADO,ACTIVO,1504.0,M,34516.0,SECUNDARIO_COMPLETO,Silver,34,2
714964758,36.0,DIVORCIADO,ACTIVO,1105.0,F,10400.0,UNIVERSITARIO_COMPLETO,Blue,28,5
716264358,42.0,CASADO,ACTIVO,2398.0,M,26792.0,UNIVERSITARIO_INCOMPLETO,Blue,47,3
717296808,56.0,CASADO,ACTIVO,1661.0,F,3006.0,UNIVERSITARIO_COMPLETO,Blue,32,1
712977183,36.0,SOLTERO,ACTIVO,1421.0,F,19482.0,UNIVERSITARIO_INCOMPLETO,Silver,22,2
710829108,36.0,CASADO,ACTIVO,999.0,F,3356.0,UNIVERSITARIO_INCOMPLETO,Blue,28,1
779562633,34.0,CASADO,ACTIVO,1387.0,M,5771.0,UNIVERSITARIO_INCOMPLETO,Blue,18,2
719360583,45.0,CASADO,ACTIVO,1502.0,M,3380.0,UNIVERSITARIO_COMPLETO,Blue,25,1
715315833,36.0,CASADO,ACTIVO,1243.0,M,11106.0,UNIVERSITARIO_COMPLETO,Blue,24,3
815500983,54.0,CASADO,ACTIVO,1860.0,F,2890.0,UNIVERSITARIO_INCOMPLETO,Blue,36,1
709701558,36.0,CASADO,ACTIVO,1460.0,M,21331.0,UNIVERSITARIO_COMPLETO,Blue,50,3
721148358,38.0,SOLTERO,ACTIVO,1348.0,F,12860.0,UNIVERSITARIO_INCOMPLETO,Blue,27,3
779862408,33.0,SOLTERO,ACTIVO,1087.0,M,6278.0,POSGRADO_INCOMPLETO,Blue,33,3
812627208,55.0,SOLTERO,ACTIVO,1226.0,F,1438.3,UNIVERSITARIO_INCOMPLETO,Blue,33,0
708868233,52.0,CASADO,PASIVO,760.0,M,1438.3,SECUNDARIO_COMPLETO,Blue,21,0
711033408,36.0,CASADO,ACTIVO,1230.0,F,9355.0,SECUNDARIO_COMPLETO,Blue,28,2
718030083,36.0,CASADO,ACTIVO,1428.0,M,7871.0,UNIVERSITARIO_INCOMPLETO,Blue,22,1
779956608,31.0,CASADO,ACTIVO,1555.0,F,20758.0,POSGRADO_INCOMPLETO,Blue,32,2
780376683,47.0,CASADO,ACTIVO,1827.0,M,14612.0,UNIVERSITARIO_COMPLETO,Blue,24,1
771698658,32.0,CASADO,ACTIVO,1302.0,M,11376.0,UNIVERSITARIO_COMPLETO,Blue,27,5
717912483,27.0,DESCONOCIDO,ACTIVO,1376.0,M,27259.0,UNIVERSITARIO_COMPLETO,Blue,35,4
714454758,47.0,CASADO,ACTIVO,1771.0,F,6347.0,UNIVERSITARIO_COMPLETO,Blue,37,3
780466533,41.0,CASADO,ACTIVO,1873.0,M,21592.0,POSGRADO_COMPLETO,Blue,52,3
715735233,44.0,CASADO,ACTIVO,1679.0,F,3449.0,POSGRADO_INCOMPLETO,Blue,42,5
720476733,34.0,CASADO,ACTIVO,1002.0,F,6028.0,SECUNDARIO_COMPLETO,Blue,22,3
715872333,36.0,DESCONOCIDO,ACTIVO,1344.0,M,18214.0,SECUNDARIO_COMPLETO,Blue,21,0
712375758,43.0,CASADO,ACTIVO,1461.0,M,16393.0,UNIVERSITARIO_INCOMPLETO,Blue,42,3
720707283,36.0,CASADO,ACTIVO,1777.0,M,5288.0,DESCONOCIDO,Blue,42,4
748326258,41.0,CASADO,ACTIVO,1483.0,M,12302.0,UNIVERSITARIO_INCOMPLETO,Blue,41,3
770817783,33.0,CASADO,ACTIVO,1060.0,M,34516.0,UNIVERSITARIO_COMPLETO,Silver,27,4
779353083,32.0,CASADO,ACTIVO,1330.0,M,34516.0,UNIVERSITARIO_COMPLETO,Silver,32,2
711441333,35.0,DIVORCIADO,ACTIVO,1229.0,F,10514.0,SECUNDARIO_COMPLETO,Silver,27,1
711551958,46.0,CASADO,PASIVO,844.0,M,1438.3,POSGRADO_INCOMPLETO,Blue,24,2
809164083,56.0,CASADO,ACTIVO,1450.0,M,2619.0,UNIVERSITARIO_COMPLETO,Blue,37,1
820596183,53.0,CASADO,ACTIVO,2311.0,M,24407.0,UNIVERSITARIO_INCOMPLETO,Blue,48,2
719808558,43.0,CASADO,PASIVO,886.0,F,1438.3,UNIVERSITARIO_COMPLETO,Blue,27,2
715999608,36.0,CASADO,ACTIVO,1378.0,F,2377.0,SECUNDARIO_COMPLETO,Blue,26,2
710565408,40.0,DESCONOCIDO,ACTIVO,1033.0,M,34516.0,DESCONOCIDO,Silver,26,0
805543158,47.0,CASADO,ACTIVO,1523.0,M,11086.0,UNIVERSITARIO_COMPLETO,Blue,40,3
709752183,36.0,SOLTERO,ACTIVO,1374.0,M,11432.0,SECUNDARIO_COMPLETO,Blue,37,3
716479233,36.0,CASADO,ACTIVO,1080.0,M,13258.0,SECUNDARIO_COMPLETO,Blue,21,4
770746908,30.0,CASADO,ACTIVO,1155.0,M,7872.0,DESCONOCIDO,Blue,32,4
713837058,36.0,SOLTERO,ACTIVO,1234.0,M,2571.0,UNIVERSITARIO_INCOMPLETO,Blue,24,2
718876683,31.0,SOLTERO,ACTIVO,1600.0,F,5781.0,UNIVERSITARIO_COMPLETO,Blue,32,4
769425858,32.0,SOLTERO,ACTIVO,1468.0,M,1438.3,UNIVERSITARIO_INCOMPLETO,Blue,26,3
794843883,35.0,CASADO,ACTIVO,1353.0,M,34516.0,SECUNDARIO_COMPLETO,Blue,33,3
803043933,38.0,DIVORCIADO,ACTIVO,1546.0,F,11127.0,UNIVERSITARIO_INCOMPLETO,Silver,25,3
758076408,43.0,SOLTERO,ACTIVO,1590.0,M,1857.0,DESCONOCIDO,Blue,43,2
714606558,36.0,CASADO,ACTIVO,1448.0,F,1913.0,UNIVERSITARIO_INCOMPLETO,Blue,22,1
778425408,24.0,SOLTERO,ACTIVO,1271.0,M,3839.0,UNIVERSITARIO_COMPLETO,Blue,24,4
772336458,50.0,CASADO,PASIVO,702.0,F,1438.3,UNIVERSITARIO_INCOMPLETO,Blue,12,1
769433508,37.0,SOLTERO,ACTIVO,933.0,M,2733.0,UNIVERSITARIO_INCOMPLETO,Blue,25,1
714171108,39.0,DIVORCIADO,ACTIVO,1223.0,F,2115.0,UNIVERSITARIO_COMPLETO,Blue,20,3
790096533,48.0,CASADO,ACTIVO,1512.0,M,8863.0,UNIVERSITARIO_INCOMPLETO,Blue,27,2
719662458,27.0,DIVORCIADO,ACTIVO,1117.0,F,1438.3,UNIVERSITARIO_COMPLETO,Blue,29,2
713137233,28.0,SOLTERO,ACTIVO,994.0,M,27756.0,SECUNDARIO_COMPLETO,Blue,24,2
711297483,34.0,DIVORCIADO,ACTIVO,1658.0,F,13878.0,UNIVERSITARIO_INCOMPLETO,Silver,38,2
788900883,36.0,CASADO,ACTIVO,1368.0,F,3106.0,UNIVERSITARIO_COMPLETO,Blue,38,2
758348808,44.0,CASADO,ACTIVO,1218.0,M,34516.0,UNIVERSITARIO_COMPLETO,Blue,18,2
708711483,46.0,CASADO,ACTIVO,1516.0,M,18871.0,DESCONOCIDO,Blue,21,2
717906783,29.0,SOLTERO,ACTIVO,1310.0,M,5207.0,UNIVERSITARIO_COMPLETO,Blue,26,5
719437908,36.0,DIVORCIADO,ACTIVO,1767.0,M,17965.0,POSGRADO_INCOMPLETO,Blue,50,3
720997383,36.0,CASADO,PASIVO,829.0,M,1857.0,UNIVERSITARIO_INCOMPLETO,Blue,17,1
787541883,33.0,DESCONOCIDO,ACTIVO,1120.0,M,34516.0,UNIVERSITARIO_COMPLETO,Blue,27,3
